Url,Company,Keyword,K repeated,Context,Evidence,Aim,Typology,Animal,Food,Resources,Distribution,Waste,Management,Actions
https://www.bk.com/corp-respon,Burger King,sustainability,1,"The ongoing global debate regarding the role of business in sustainability has highlighted many of the challenges and expectations among all businesses, including the quick-service restaurant industry.",FALSE,dissemination,paragraph,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
https://www.bk.com/corp-respon,Burger King,commitment,5,OUR COMMITMENT TO FOOD,FALSE,take action,subtitle,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
https://www.bk.com/corp-respon,Burger King,commitment,5,Our commitment to the food we serve is what defines us as a company and is at the center of our brand promise.,FALSE,dissemination,paragraph,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
https://www.bk.com/corp-respon,Burger King,commitment,5,OUR COMMITMENT TO PEOPLE,FALSE,take action,subtitle,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
https://www.bk.com/corp-respon,Burger King,commitment,5,OUR COMMITMENT TO THE ENVIRONMENT,FALSE,take action,subtitle,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
https://www.bk.com/corp-respon,Burger King,commitment,5,OUR COMMITMENT TO CORPORATE GOVERNANCE,FALSE,take action,subtitle,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
https://www.bk.com/food-quality,Burger King,commitment,1,We’ve made a bold new commitment to Have it Your Way because there shouldn’t be any secrets in our sauce (or anything else).,FALSE,take action,statement,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
https://www.bk.com/diversity,Burger King,commitment,1,BKC has an ongoing commitment to diversity and inclusion that is woven into our business strategy and culture and has made our company stronger and more responsive both internally and externally.,FALSE,take action,paragraph,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
https://www.bk.com/about-bk,Burger King,commitment,1,"The original Home of the Whopper, our commitment to premium ingredients, signature recipes, and family-friendly dining experiences is what has defined our brand for more than 50 successful years.",FALSE,dissemination,paragraph,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
https://company.bk.com/news-press/world%E2%80%99s-third-largest-quick-service-restaurant-company-launched-two-iconic-and,Burger King,commitment,6,"""Over the past four years, we have transformed Burger King into one of the fastest-growing and most profitable QSR businesses in the world, through successful international growth, a consistent focus on brand revitalization and strong commitment to our franchisees,"" said Daniel Schwartz, CEO of Burger King.",FALSE,dissemination,paragraph,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
https://company.bk.com/news-press/world%E2%80%99s-third-largest-quick-service-restaurant-company-launched-two-iconic-and,Burger King,commitment,6,"Burger King has obtained commitments for $12.5 billion of financing to fund the cash portion of the transaction, including commitments for a $9.5 billion debt financing package led by JP Morgan and Wells Fargo.",TRUE,dissemination,paragraph,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
https://www.bk.com/corp-respon,Burger King,energy,1,"We know that from a pure business sense, it can help us manage risk, enhance employee morale and retention, strengthen brand loyalty, build goodwill in and strengthen the communities in which we operate and can directly affect the bottom line in terms of energy savings and waste reduction. ",FALSE,dissemination,paragraph,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
https://www.bk.com/corp-respon,Burger King,responsibility,5,BK CORPORATE RESPONSIBILITY,FALSE,dissemination,title,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
https://www.bk.com/corp-respon,Burger King,responsibility,5,"As a corporation, we define corporate responsibility as looking beyond a strong bottom line to consider the impact of everything we do.",FALSE,dissemination,paragraph,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
https://www.bk.com/corp-respon,Burger King,responsibility,5,"To us, corporate responsibility isn’t about a final destination; it’s about an ongoing journey.",FALSE,dissemination,paragraph,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
https://www.bk.com/corp-respon,Burger King,responsibility,5,Accountable means that we embrace the responsibility we have as a public company to deliver value for our shareholders and for our franchisees and to provide great service and products to our restaurant guests.,FALSE,dissemination,paragraph,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
https://realmeals.bk.com/,Burger King,responsibility,1,With Real flavor comes Real responsibility,FALSE,dissemination,statement,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
https://www.bk.com/corp-respon,Burger King,environmental,2,"We continuously review our policies on animal welfare, sourcing and environmental impact to ensure that we remain good corporates citizens in the communities we serve.",FALSE,take action,paragraph,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
https://www.bk.com/corp-respon,Burger King,environmental,2,"For example, we know that recycling and waste management are two of our biggest environmental challenges.",FALSE,dissemination,paragraph,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
https://www.bk.com/corp-respon,Burger King,recycle,1,"We remain committed to working with suppliers to find ways we can reduce, reuse and recycle.",FALSE,take action,paragraph,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
https://sitesubmission.bk.com/,Burger King,carbon footprint,1,"Serving our guests consistently as if they were a guest in our home while achieving sustainable efforts in design, food and carbon footprint.",FALSE,dissemination,paragraph,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE
https://www.bk.com/static-page-example,Burger King,organic,1,Forage organic celiac tilde tattooed fixie.,FALSE,take action,statement,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
https://company.bk.com/news-press/burger-king%C2%AE-restaurants-unveil-1-halloween-whopper%C2%AE-sandwich-1-flavor-baked-black-bun,Burger King,planet,1,"The Kraft Heinz Company is dedicated to the sustainable health of our people, our planet and our Company.",FALSE,dissemination,paragraph,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
https://order.subway.com/en-us/sustainability,Subway,impact,3,"We’re taking a fresh look at how we make an impact on the world around us. It’s our responsibility and a key part of how we’re building a better Subway®. From our global supply chain operations to the local communities where our franchisees operate, we are working hard to reduce our impact on the environment. Preserving our planet is critical, and we are continuously working to reduce our environmental impact through more sustainable packaging, agriculture and more.",FALSE,dissemination,paragraph,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
https://order.subway.com/en-us/sustainability/preserve-our-planet/packaging-sustainability,Subway,impact,2,"Our ambition is to reduce environmental impact and preserve our planet’s health. Packaging plays an important role in protecting food quality and enhancing the guest experience. At the same time, we recognize the environmental impacts of material choices and packaging waste.",FALSE,dissemination,subtitle,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
https://order.subway.com/en-us/sustainability/preserve-our-planet/responsible-sourcing,Subway,impact,1,Our ambition is to reduce environmental impact and preserve our planet’s health.,FALSE,take action,subtitle,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
https://order.subway.com/en-us/sustainability/preserve-our-planet/climate-and-conservation,Subway,impact,2,Our ambition is to reduce environmental impact and preserve our planet’s health.,FALSE,dissemination,subtitle,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
https://order.subway.com/en-us/sustainability/preserve-our-planet/packaging-sustainability,Subway,sustainability,3,Packaging Sustainability,FALSE,take action,title,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
https://order.subway.com/en-us/sustainability/preserve-our-planet/responsible-sourcing,Subway,sustainability,3,"We support principles of responsible farming, fishing and animal husbandry - for the long-term sustainability of the earth's natural resources and communities across the globe.",FALSE,dissemination,subtitle,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
https://order.subway.com/en-us/sustainability/preserve-our-planet/climate-and-conservation,Subway,sustainability,2,Packaging Sustainability,FALSE,take action,title,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
https://order.subway.com/en-us/sustainability/preserve-our-planet/packaging-sustainability,Subway,commitment,1,Packaging Policy and Commitments. ,FALSE,take action,title,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
https://order.subway.com/en-us/sustainability/preserve-our-planet/responsible-sourcing,Subway,commitment,3,"We take the issue of animal welfare seriously and believe the ethical treatment of animals is an essential component of our commitment to responsible sourcing. Subway’s Animal Welfare Policy outlines our commitment to providing our guests with safe and quality food, in a responsible manner. Subway’s Animal Welfare Policy outlines our commitment to providing our guests with safe and quality food, in a responsible manner.",FALSE,take action,paragraph,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
https://order.subway.com/en-us/sustainability/preserve-our-planet/climate-and-conservation,Subway,energy,4,"By design and the nature of our products, our restaurant operations are relatively energy efficient and our standard equipment for new restaurants includes energy efficient digital ovens & HVAC (heating, ventilating and cooling) systems as well as ENERGY STAR-rated ice machines, refrigerated back counters and reach in coolers and freezers. While we help our franchisees and suppliers implement known technologies to reduce their energy footprint and GHG emissions, we are studying the best means to measure our total Scope 1, 2 and 3 GHG emissions and devise science-based solutions that can be implemented.",FALSE,take action,paragraph,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE
https://order.subway.com/en-us/sustainability,Subway,responsibility,1,We’re taking a fresh look at how we make an impact on the world around us. It’s our responsibility and a key part of how we’re building a better Subway®. ,FALSE,dissemination,subtitle,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
https://order.subway.com/en-us/sustainability/preserve-our-planet/packaging-sustainability,Subway,environmental,2,Our ambition is to reduce environmental impact and preserve our planet’s health.,FALSE,dissemination,subtitle,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
https://order.subway.com/en-us/sustainability/preserve-our-planet/responsible-sourcing,Subway,environmental,2,"Our ambition is to reduce environmental impact and preserve our planet’s health. Subway® proudly serves communities across the globe and is committed to choosing supply chain partners that support high standards for environmental, animal and worker welfare.",FALSE,dissemination,subtitle,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE
https://order.subway.com/en-us/sustainability/preserve-our-planet/climate-and-conservation,Subway,environmental,1,Our ambition is to reduce environmental impact and preserve our planet’s health.,FALSE,dissemination,subtitle,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
https://order.subway.com/en-us/sustainability/preserve-our-planet/packaging-sustainability,Subway,recycle,1,Increase recycled material content in our paper and plastic packaging.,FALSE,take action,paragraph,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE
https://order.subway.com/en-us/sustainability/preserve-our-planet/climate-and-conservation,Subway,emissions,3,"As a global brand, we are reaching deeper into our supply chains and working to reduce deforestation and GHG emissions through our purchasing power and innovative design of our restaurants and offices. While we help our franchisees and suppliers implement known technologies to reduce their energy footprint and GHG emissions, we are studying the best means to measure our total Scope 1, 2 and 3 GHG emissions and devise science-based solutions that can be implemented.",FALSE,take action,paragraph,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE
https://order.subway.com/en-us/sustainability/preserve-our-planet/packaging-sustainability,Subway,natural,1,"By designing our packaging with reusability, recyclability and end-of-life as top considerations alongside functionality and food safety, we aim to reduce natural resource consumption and our overall waste stream.",FALSE,take action,paragraph,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE
https://order.subway.com/en-us/sustainability/preserve-our-planet/responsible-sourcing,Subway,natural,1,"We support principles of responsible farming, fishing and animal husbandry - for the long-term sustainability of the earth's natural resources and communities across the globe.",FALSE,take action,paragraph,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
https://order.subway.com/en-us/sustainability/preserve-our-planet/climate-and-conservation,Subway,deforestation,2,"As a global brand, we are reaching deeper into our supply chains and working to reduce deforestation and GHG emissions through our purchasing power and innovative design of our restaurants and offices.",FALSE,take action,paragraph,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
https://order.subway.com/en-us/sustainability/preserve-our-planet/climate-and-conservation,Subway,climate change,2,"We believe building and implementing science-based solutions to address the risks associated with climate change is important to the future of our company, guests and the world.",FALSE,dissemination,subtitle,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE
https://order.subway.com/en-us/sustainability/preserve-our-planet/packaging-sustainability,Subway,biodegradable,1,"Strive to design 100% of our packaging to be recyclable, compostable or biodegradable.",FALSE,take action,paragraph,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
https://order.subway.com/en-us/sustainability,Subway,planet,1,"Preserving our planet is critical, and we are continuously working to reduce our environmental impact through more sustainable packaging, agriculture and more.",FALSE,dissemination,paragraph,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
https://global.kfc.com/our-social-impact/,KFC,impact,1,"A new KFC opens somewhere in the world every six hours, and we are committed to minimizing our environmental impact as we grow.",FALSE,dissemination,statement,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
https://global.kfc.com/stories/celebrate-earth-day-the-kfc-way/,KFC,impact,1,"A new KFC restaurant opens somewhere in the world every 3.5 hours, so it’s never been more important for us to grow sustainably and minimize our environmental impact.",FALSE,dissemination,paragraph,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
https://global.kfc.com/stories/positively-impacting-our-planet/,KFC,impact,2,POSITIVELY IMPACTING OUR PLANET,FALSE,dissemination,title,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
https://global.kfc.com/stories/positively-impacting-our-planet/,KFC,impact,2,"While the journey to 2030 is a long one, one primary way to reduce KFC’s climate impact is through energy reduction.",FALSE,take action,paragraph,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
https://global.kfc.com/stories/kfc-italia-partners-with-the-united-nations-fao/,KFC,impact,1,"In partnership with Fondazione Banco Alimentare Onlus, KFC Italia ensures that our Harvest Program helps people in need by donating unsold food to various charitable organizations operating across Italy to reduce the environmental impact of waste and help mitigate hunger.",FALSE,take action,paragraph,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
https://global.kfc.com/our-social-impact/,KFC,sustainability,1,"The Yum! Global Citizenship & Sustainability Strategy, called our Recipe for Good, reflects our priorities for socially responsible growth, risk management and sustainable stewardship of our people, food and planet.",FALSE,take action,paragraph,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
https://global.kfc.com/stories/chatting-sustainability-with-susan-miles/,KFC,sustainability,11,CHATTING SUSTAINABILITY WITH SUSAN MILES,FALSE,dissemination,title,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
https://global.kfc.com/stories/chatting-sustainability-with-susan-miles/,KFC,sustainability,11,"Over the years, KFC has made significant progress on our sustainability journey in these three priority areas.
Most recently, Yum! Brands, our parent company, published its annual Global Citizenship & Sustainability Report which provides an in-depth look at how Yum!, KFC and our sister brands are approaching sustainability along with showcasing key progress updates.
We encourage you to check out the full report, but first, let’s check in with Susan Miles, Director of Global Sustainability at KFC. CF: Susan, thanks for taking the time to talk all things sustainability!",FALSE,dissemination,paragraph,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
https://global.kfc.com/stories/chatting-sustainability-with-susan-miles/,KFC,sustainability,11,"I led numerous packaging initiatives, primarily focused on improving the performance and sustainability as well as helping create new product packaging.",FALSE,take action,paragraph,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
https://global.kfc.com/stories/chatting-sustainability-with-susan-miles/,KFC,sustainability,11,"In 2019, I was thrilled when the opportunity came to follow a passion and further expand my role in sustainability on the KFC Global Team.",FALSE,dissemination,paragraph,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
https://global.kfc.com/stories/chatting-sustainability-with-susan-miles/,KFC,sustainability,11,"CF: 2020 has been a year like no other. How has this impacted KFC’s sustainability strategy?
SM: We could not have prepared for a year like this. While 2020 has altered our sustainability strategy somewhat, we remain committed to the three pillars of people, food and planet.",FALSE,dissemination,paragraph,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
https://global.kfc.com/stories/chatting-sustainability-with-susan-miles/,KFC,sustainability,11,I highly encourage everyone to check out the new report here for more on KFC’s sustainability journey.,FALSE,take action,statement,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
https://global.kfc.com/press-releases/kfc-canada-announces-100-home-compostable-consumer-packaging-by-2025/,KFC,sustainability,3,"In celebration of World Environment Day (June 5), KFC Canada announces a huge milestone in its sustainability journey: by 2025, all consumer-facing packaging will be fully home compostable. KFC will begin piloting its first home compostable bucket this year.",FALSE,take action,paragraph,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
https://global.kfc.com/press-releases/kfc-canada-announces-100-home-compostable-consumer-packaging-by-2025/,KFC,sustainability,3,"Recent highlights in KFC Canada‘s sustainability journey include: testing of fibre-based cutlery, introduction of bamboo buckets, removing plastic straws and bags ",FALSE,take action,paragraph,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE
https://global.kfc.com/press-releases/kfc-canada-announces-100-home-compostable-consumer-packaging-by-2025/,KFC,sustainability,3,To learn more about KFC Canada’s approach to environmental sustainability visit: www.kfc.ca/environment.,FALSE,take action,statement,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
https://global.kfc.com/stories/positively-impacting-our-planet/,KFC,sustainability,1,This latest commitment is just one more step on KFC’s global sustainability journey and our planet priorities.,FALSE,take action,paragraph,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
https://global.kfc.com/press-releases/yum-brands-2018-global-citizenship-sustainability-progress-update-highlights-companys-commitment-to-socially-responsible-growth/,KFC,sustainability,8,YUM! BRANDS 2018 GLOBAL CITIZENSHIP & SUSTAINABILITY PROGRESS UPDATE HIGHLIGHTS COMPANY'S COMMITMENT TO SOCIALLY RESPONSIBLE GROWTH,FALSE,take action,title,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
https://global.kfc.com/press-releases/yum-brands-2018-global-citizenship-sustainability-progress-update-highlights-companys-commitment-to-socially-responsible-growth/,KFC,sustainability,8,"Yum! Brands, Inc. (NYSE: YUM) today released its 2018 Global Citizenship & Sustainability Progress Update, outlining the Company’s work to advance its citizenship and sustainability agenda around its strategic focus areas of Food, Planet and People. ",FALSE,dissemination,paragraph,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
https://global.kfc.com/press-releases/yum-brands-2018-global-citizenship-sustainability-progress-update-highlights-companys-commitment-to-socially-responsible-growth/,KFC,sustainability,8,"The Company’s citizenship and sustainability strategy, called its Recipe for Good, plays an important role in uniting customers, employees, franchisees and the supply chain around its most material issues. ",FALSE,dissemination,paragraph,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
https://global.kfc.com/press-releases/yum-brands-2018-global-citizenship-sustainability-progress-update-highlights-companys-commitment-to-socially-responsible-growth/,KFC,sustainability,8,The content in the 2018 Global Citizenship & Sustainability Progress Update reflects key announcements and commitments made since Yum! published its first investor-grade report last year.,FALSE,dissemination,paragraph,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
https://global.kfc.com/press-releases/yum-brands-2018-global-citizenship-sustainability-progress-update-highlights-companys-commitment-to-socially-responsible-growth/,KFC,sustainability,8,"For more information and to view the Yum! 2018 Global Citizenship & Sustainability Progress Update, visit yum.com/citizenship.",FALSE,dissemination,statement,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
https://global.kfc.com/press-releases/yum-brands-2018-global-citizenship-sustainability-progress-update-highlights-companys-commitment-to-socially-responsible-growth/,KFC,sustainability,8,"In 2018, Yum! Brands was named to the Dow Jones Sustainability North America Index and ranked among the top 100 Best Corporate Citizens by Corporate Responsibility Magazine.",FALSE,dissemination,paragraph,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
https://global.kfc.com/press-releases/kfc-singapore-doubles-down-on-sustainable-practices/,KFC,sustainability,4,KFC Singapore’s commitment to effect lasting change in environmental sustainability is shown in every initiative it has campaigned for. ,FALSE,take action,paragraph,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
https://global.kfc.com/press-releases/kfc-singapore-doubles-down-on-sustainable-practices/,KFC,sustainability,4,"Next, on our continuous drive towards environmental sustainability, KFC Singapore is replacing plastic cups with paper cups in 2019",FALSE,take action,paragraph,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
https://global.kfc.com/press-releases/kfc-singapore-doubles-down-on-sustainable-practices/,KFC,sustainability,4,As KFC Singapore takes it stance on environmental sustainability through the reduction of waste at its restaurants.,FALSE,take action,paragraph,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
https://global.kfc.com/press-releases/kfc-singapore-doubles-down-on-sustainable-practices/,KFC,sustainability,4,"For more information on KFC’s continual sustainability efforts, please visit, www.kfc.com.sg",FALSE,dissemination,statement,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
